c2_ip	first_seen	last_seen	protocol	port	version	watermark	pubkey_md5	domains	host_header
185.202.101.94	2020/02/29 07:44:28	2020/03/06 05:56:23	HTTPS	443	3.14	1873433027 (leaked)	e6a31f0aafadff3b94a5db112c7df18e	assistant.myfirewall.org,/j.ad	None
207.148.94.155	2020/02/28 14:24:56	2020/03/25 02:48:27	HTTPS	443	3.14	1873433027 (leaked)	aeab8b346e85525cb3187925095b74f5	207.148.94.155,/safebrowsing/rd/CltOb12nLW1IbHehcmUtd2hUdmFzEBAY7-0KIOkUDC7h2	None
62.108.37.155	2020/10/01 09:07:42	2020/10/01 09:07:42	HTTP	443	3.14	1873433027 (leaked)	db3dc4f45489913d855893929ebad10f	news.ph-weather.com,/jquery-ajaxSuccess.js	code.jquery.com
47.245.31.124	2020/11/01 12:58:54	2020/11/17 10:56:13	HTTPS	8080	3.14	1873433027 (leaked)	a616d85f89d87007256396cbd377b941	47.245.31.124,/access/	audio-sv5-t1-3.pandora.com,www.pandora.com
202.182.96.238	2020/09/21 11:04:15	2021/01/02 09:41:17	HTTP	80	3.14	1873433027 (leaked)	a735882a16ac43c6d21c0d86bf498cf8	coivotek.livehost.live,/access/	audio-sv5-t1-3.pandora.com,www.pandora.com
47.104.77.93	2020/05/18 09:33:49	2020/05/24 00:04:30	HTTP & DNS	80	3.14	1873433027 (leaked)	580e0061deefef7566d2fc723e0f5fd7	c1.duaoge.live,/fwlink,c2.duaoge.live,/ptj,c3.duaoge.live,/j.ad	None
217.8.117.37	2020/07/31 02:09:52	2020/07/31 02:09:52	HTTP	80	3.14	1873433027 (leaked)	75e6c7ab5236c5378c6d60e7a972b1d1	217.8.117.37,/ptj	None
154.208.76.59	2020/12/20 19:35:26	2021/01/21 23:50:37	HTTPS	8080	3.14	1873433027 (leaked)	0dd3cfc285e001ec0082fd7e9592c849	microsoft0com.cf,/pixel	None
47.104.91.8	2020/11/09 16:33:41	2020/11/09 16:33:41	HTTP	8888	3.14	1873433027 (leaked)	2d928262e5555435c7acb533667cfc74	47.104.91.8,/visit.js	None
154.208.76.60	2020/12/20 19:23:18	2021/01/21 21:10:26	HTTPS	8080	3.14	1873433027 (leaked)	0dd3cfc285e001ec0082fd7e9592c849	microsoft0com.cf,/pixel	None
159.65.13.201	2020/06/11 01:12:28	2020/06/11 01:12:28	HTTPS	443	3.14	1873433027 (leaked)	ef82fdd119f5f5eb4f737bb4944579ac	159.65.13.201,/jquery-ajaxSuccess.js	code.jquery.com
139.180.210.162	2020/12/18 03:26:34	2021/01/13 11:14:36	HTTP	80	3.14	1873433027 (leaked)	1e7f9bf67a6fa70799b375cd8f4743bd	139.180.210.162,/match	None
128.199.157.62	2020/08/31 21:04:03	2020/09/24 05:51:53	HTTP	80	3.14	1873433027 (leaked)	6a609d061c5c17a33a8724c4224df39a	128.199.157.62,/jquery-ajaxSuccess.js	code.jquery.com
137.220.245.103	2020/05/30 21:20:41	2020/08/03 11:02:23	HTTPS	443	3.14	1873433027 (leaked)	eb815066c3d2a4ebc291bbd196cd8090	137.220.245.103,/utmg.gif	None
185.52.3.205	2020/08/05 19:24:01	2020/12/06 11:41:12	HTTP	8080	3.14	1873433027 (leaked)	d074deba0a1decc37dc42d85879d2c64	185.52.3.205,/en_US/all.js	None
47.56.170.14	2020/04/29 20:56:56	2020/04/29 20:56:56	HTTPS	443	3.14	1873433027 (leaked)	4b7d2879516f1a1fc66f9a1814d39b66	47.56.170.14,/en_US/all.js	None
62.108.37.155	2020/09/29 11:55:45	2020/09/29 11:55:45	HTTP	8080	3.14	1873433027 (leaked)	db3dc4f45489913d855893929ebad10f	news.ph-weather.com,/jquery-ajaxSuccess.js	code.jquery.com
155.94.151.222	2020/03/16 19:06:36	2020/03/24 08:37:54	HTTP & DNS	8585	3.14	1873433027 (leaked)	6d36dae1140cd3398daca60e3cc5d97b	155.94.151.222,/ptj	None
45.141.136.26	2020/11/04 20:27:01	2020/11/04 20:27:01	HTTP	8080	3.14	1873433027 (leaked)	ecf84e4f3b00b9dc600814d99c9adad4	45.141.136.26,/push	None
103.103.130.30	2020/08/07 05:24:54	2020/08/07 05:24:54	HTTP	443	3.14	1873433027 (leaked)	75e795a577c295a8930db7559f74dc72	103.103.130.30,/pixel	None
95.179.239.225	2020/08/03 21:21:35	2021/01/15 00:13:27	HTTPS	443	3.14	1873433027 (leaked)	88251967e32ba476125d51c66ef0ce4c	95.179.239.225,/dot.gif	None
45.90.142.147	2020/02/27 00:01:30	2020/04/23 06:34:56	HTTPS	443	3.14	1873433027 (leaked)	fb41eaa15af3b7f5cace9630dae3c098	www.gfxms.xyz,/mwf/_h/v3.54/mwf.app/get	None
47.97.100.135	2020/11/18 09:24:35	2020/11/18 09:24:35	HTTPS	443	3.14	1873433027 (leaked)	3f7f1ba44b9c246d2cbeb0b974ac4e07	47.97.100.135,/g.pixel	None
45.64.186.249	2020/11/21 04:20:15	2021/01/12 22:09:23	HTTPS	443	3.14	1873433027 (leaked)	951f558d1e5e5fa25f71bbb024a4dc3f	45.64.186.249,/static/v3/logo2.gif	None
144.48.125.78	2021/01/11 00:46:32	2021/01/21 22:39:23	HTTP	8080	3.14	1873433027 (leaked)	1a65f04a7339cb3f5057d3b1d2e6197a	144.48.125.75,/ca	None
122.9.66.103	2020/11/06 23:15:48	2020/11/06 23:15:48	HTTP	443	3.14	1873433027 (leaked)	676eacf32928d684b7b35b4691aefadf	122.9.66.103,/activity	None
5.252.179.57	2020/06/01 00:28:21	2020/06/09 22:21:18	HTTPS	443	3.14	1873433027 (leaked)	ff43c4011984e3fb86734454eebe7ef5	5.252.179.57,/dot.gif	None
103.73.97.119	2020/06/01 10:24:56	2021/01/01 10:57:09	HTTPS	443	3.14	1873433027 (leaked)	33d656ba1e893a6323b93e6a39eeb18d	103.73.97.119,/updates	None
108.61.160.9	2020/09/02 13:57:38	2021/01/13 20:36:32	HTTPS	443	3.14	1873433027 (leaked)	6a990fe749a44b44f4dc3d86ae983f6f	108.61.160.9,/j.ad	None
139.217.99.29	2020/08/07 04:00:47	2020/08/07 04:00:47	HTTP	443	3.14	1873433027 (leaked)	d0fa4600e6ec63e511f77ae0058fbe28	139.217.99.29,/require-jquery-v1.js	static.aliyun.com,cdn.bootcss.com
145.239.138.70	2020/05/22 04:02:03	2020/05/22 04:02:03	HTTP & DNS	443	3.14	1873433027 (leaked)	3c633f64d44f0667a5e7bcf3ecccec1d	ns1.chrovnm.com,/jquery-ajaxSuccess.js,ns2.chrovnm.com,/jquery-ajaxSuccess.js	code.jquery.com
120.78.211.151	2020/11/11 22:14:55	2020/11/11 22:14:55	HTTP & DNS	9000	3.14	1873433027 (leaked)	8be7ad324dd3457c593422845346ab3c	ns1.mrknow.cn,/pixel.gif	None
103.200.112.82	2020/03/30 12:30:36	2020/03/30 12:30:36	HTTP	80	3.14	1873433027 (leaked)	0dae09968fd5a12dc962863996260d3f	pj.mircosoft.site,/settings,powerpoint.mircosoft.site,/settings	v10.vortex-win.data.microsoft.com
137.59.19.221	2020/12/12 00:00:54	2020/12/12 00:00:54	HTTP & DNS	8023	3.14	1873433027 (leaked)	bc9e40c762595215cf4937b27fbf76e8	cs1.burp.cloud,/__utm.gif,cs2.burp.cloud,/updates.rss	None
