c2_ip	first_seen	last_seen	protocol	port	version	watermark	pubkey_md5	domains	host_header
35.180.169.60	2021/01/13 12:34:41	2021/01/13 12:34:41	HTTPS	443	4.1 and later	16777216 (leaked)	6f9fa528d774ef18bc257fa38e1f8770	www.carrefour-support.online,/modules.html	None
168.119.82.216	2020/09/26 23:27:28	2020/12/03 07:52:47	HTTPS	443	4.0	16777216	f61884abc8f4ba7a0caa288b326a70ee	168.119.82.216,/pixel	None
165.227.199.214	2020/11/24 11:26:57	2021/01/14 16:17:54	HTTP	80	4.1 and later	16777216 (leaked)	9bee4051d90ceb4b564a106af0895092	165.227.199.214,/dot.gif,blackrato.ga,/IE9CompatViewList.xml,0.0.0.0,/visit.js,blackrato.ml,/en_US/all.js,ocsp-com.cf,/IE9CompatViewList.xml	None
89.40.206.120	2020/11/27 14:18:15	2020/11/27 14:18:15	HTTPS	443	4.0	16777216	416099996c6ec1ce73b66b52f8b44cb3	www.impulse-static.com,/site/jquery-3.3.1.min.js,www.shark-knifes.com,/site/jquery-3.3.1.min.js	None
41.220.3.37	2020/12/30 18:15:13	2020/12/30 18:15:13	HTTPS	443	4.1 and later	16777216 (leaked)	ac28d3ee55b2c7b96d6ecffd0f75a711	41.220.3.37,/jquery-3.3.1.min.js	None
108.160.140.116	2020/11/05 17:46:43	2020/11/20 13:17:20	HTTPS	443	4.0	16777216	66e935d25daa34c9eabaacb21f07a4e3	ssl.wblock5.com,/jquery-3.3.1.min.js	None
45.153.186.205	2021/01/10 21:33:51	2021/01/10 21:33:51	HTTP	8080	4.1 and later	16777216 (leaked)	a3ac31f343b2a956c134f45793e1152d	45.153.186.205,/case	None
176.123.2.216	2020/12/11 23:11:57	2021/01/08 04:55:58	DNS	53	4.1 and later	16777216 (leaked)	ec8efca6bc58b2e841c3a333ff546cd4	ns.websecurenetworks.xyz,/__utm.gif	None
185.162.235.61	2020/09/03 06:22:02	2021/01/13 18:10:27	HTTPS	443	4.1 and later	16777216 (leaked)	f61884abc8f4ba7a0caa288b326a70ee	185.162.235.61,/load	None
165.227.199.214	2020/11/06 12:22:04	2021/01/15 01:07:35	HTTPS	443	4.1 and later	16777216 (leaked)	9bee4051d90ceb4b564a106af0895092	165.227.199.214,/jscroll/board/list.jpg,blackrato.ga,/design/dfbox/list.jpg,0.0.0.0,/jscroll/board/list.jpg,blackrato.ml,/design/img/list.jpg,ocsp-com.cf,/design/dfbox/list.jpg	www.blackrato.ga
202.182.101.162	2020/12/12 10:13:46	2020/12/29 06:44:14	HTTPS	8443	4.1 and later	16777216 (leaked)	23428df7ad7b7703bcc667d861c8fa2d	www.oglivegames.com,/__utm.gif	www.oglivegames.com
103.126.6.28	2020/12/31 20:36:04	2021/01/15 07:50:39	HTTP	80	4.1 and later	16777216 (leaked)	489f9bde3511a1a7a55440287ee0174e	103.126.6.27,/ca	None
43.255.28.27	2020/11/25 01:35:09	2021/01/13 00:26:14	HTTP	80	4.1 and later	16777216 (leaked)	a65842f16b2b8df73553494257455b74	43.255.28.27,/visit.js	None
114.118.5.108	2020/11/24 00:13:48	2020/11/24 00:13:48	HTTP	80	4.0	16777216	7f5906ef92e1686ff153f35d225aff31	111.231.74.70,/dpixel	None
137.74.21.196	2020/12/16 10:25:16	2020/12/16 10:25:16	HTTP	80	4.0	16777216	140da02b51d335ada82414c00f2700ae	137.74.21.196,/cm	None
45.76.197.249	2020/11/18 07:52:16	2020/11/18 07:52:16	HTTPS	443	4.0	16777216	e9a66a6f64fef29b0455b6c4d2574830	45.76.197.249,/jquery-3.3.1.min.js	None
5.181.156.49	2020/11/26 05:55:50	2020/12/12 04:08:44	HTTP	8888	4.0	16777216	1ecb344003120e4e495cf884ba99520e	5.181.156.49,/jquery-3.3.1.min.js	cdn.bootcss.com
167.179.105.132	2020/12/03 22:26:38	2021/01/12 22:41:44	HTTPS	443	4.1 and later	16777216 (leaked)	8a87fe4491c3ca25a2c92353c6c81efa	www.sfhangkang.monster,/__utm.gif	www.sfhangkang.monster
45.142.214.107	2020/12/18 08:57:22	2020/12/31 17:23:14	HTTPS	443	4.1 and later	16777216 (leaked)	0ec2d13401effafbdaffbea015ad46f3	taekvondo.com,/jquery-3.3.1.min.js	None
165.227.199.214	2020/11/27 09:28:06	2021/01/09 14:48:22	HTTPS	8443	4.1 and later	16777216 (leaked)	9bee4051d90ceb4b564a106af0895092	165.227.199.214,/g.pixel,blackrato.ga,/cm,0.0.0.0,/IE9CompatViewList.xml,ocsp-com.cf,/pixel.gif	None
185.232.52.137	2020/07/29 09:55:04	2021/01/01 13:33:57	HTTP	80	4.1 and later	16777216 (leaked)	6810383198ea4283d4347d5128752a68	185.232.52.137,/updates.rss	None
34.121.227.112	2020/10/27 16:45:43	2020/12/04 06:01:44	HTTP	80	4.0	16777216	f44fe1b3110e3b0d787fc8e4f46c87e6	34.121.227.112,/cx	None
114.118.5.108	2020/11/06 10:04:19	2020/11/06 10:04:19	HTTPS	443	4.0	16777216	7f5906ef92e1686ff153f35d225aff31	114.118.5.108,/__utm.gif	None
45.141.84.49	2020/09/03 09:38:37	2021/01/02 05:02:25	HTTPS	443	4.1 and later	16777216 (leaked)	0ec2d13401effafbdaffbea015ad46f3	taekvondo.com,/jquery-3.3.1.min.js	None
103.237.102.22	2020/12/11 06:20:12	2020/12/11 06:20:12	DNS	53	4.0	16777216	e1251e93aade8d89f163ef97d923e0ce	ns1.badc2.ml,/c/msdownload/update/others/2016/12/29136388_,ns2.badc2.ml,/c/msdownload/update/others/2016/12/29136388_	download.windowsupdate.com
185.232.52.41	2020/12/16 17:12:34	2020/12/16 17:12:34	HTTPS	443	4.0	16777216	f61884abc8f4ba7a0caa288b326a70ee	185.232.52.41,/dot.gif	None
185.162.235.61	2020/09/01 02:08:08	2021/01/14 03:13:26	HTTP	80	4.1 and later	16777216 (leaked)	f61884abc8f4ba7a0caa288b326a70ee	185.162.235.61,/match	None
185.162.235.35	2020/09/27 03:28:39	2021/01/15 01:21:22	HTTPS	443	4.1 and later	16777216 (leaked)	844fde6e3b673fd81a744339e6f0e560	185.162.235.35,/ptj	None
106.14.82.209	2020/12/11 21:12:08	2020/12/11 21:12:08	DNS	53	4.0	16777216	defb5d95ce99e1ebbf421a1a38d9cb64	test.redteam.cool,/updates.rss	None
